loan_id,customer_id,branch_id,loan_type,loan_amount,interest_rate,loan_term,loan_status,disbursement_date
LOAN002319,CUST004344,BR096,Auto Loan,1208208,8.71,26,Closed,2020-03-16
LOAN002320,CUST001728,BR018,Education Loan,1607002,15.02,49,Closed,2025-04-04
LOAN002321,CUST004244,BR128,Education Loan,115272,8.29,119,Pending Approval,2026-06-03
LOAN002322,CUST004577,BR047,Gold Loan,357794,10.34,17,Closed,2023-10-29
LOAN002323,CUST004434,BR051,Gold Loan,197485,12.86,14,Active,2026-03-06
LOAN002324,CUST001401,BR026,Home Loan,3796593,12.19,175,actve,2022-02-10
LOAN002325,CUST002078,BR076,Auto Loan,1084436,13.65,58,Active,2019-03-15
LOAN002326,CUST002243,BR100,Personal Loan,50262,12.71,42,Pending Approval,2026-05-30
LOAN002327,CUST004525,BR034,Education Loan,1965526,12.62,75,Active,2026-02-03
LOAN002328,CUST002201,BR097,Gold Loan,305135,12.72,29,Defaulted,2024-11-16
LOAN002329,CUST001483,BR131,Gold Loan,31655,10.45,30,Active,2021-04-25
LOAN002330,CUST000871,BR017,Home Loan,5284969,15.69,181,Active,2025-06-20
LOAN002331,CUST002883,BR106,Auto Loan,1577373,10.18,73,Active,2024-03-25
LOAN002332,CUST000948,BR125,Home Loan,4968706,11.6,139,Closed,2023-07-30
LOAN002333,CUST000329,BR150,Auto Loan,994400,15.66,76,Closed,2025-05-25
LOAN002334,CUST004307,BR114,Personal Loan,602882,8.38,43,Active,2024-02-21
LOAN002335,CUST000801,BR086,Home Loan,1818994,12.15,225,Closed,2026-05-19
LOAN002336,CUST004952,BR062,Home Loan,4283273,9.37,183,Closed,2025-10-02
LOAN002337,CUST002382,BR148,Personal Loan,274268,14.42,23,Pending Approval,2024-03-08
LOAN002338,CUST004735,BR054,Personal Loan,919408,11.41,37,Active,2026-02-07
LOAN002339,CUST002607,BR129,Business Loan,275413,15.72,70,Closed,2025-09-11
LOAN002340,CUST001060,BR029,Personal Loan,894035,10.88,48,Closed,2019-11-01
LOAN002341,CUST002473,BR033,Gold Loan,273370,15.93,15,Active,2025-03-31
LOAN002342,CUST001441,BR067,Auto Loan,1063284,11.3,78,Active,2026-02-06
LOAN002343,CUST001478,BR072,Personal Loan,296298,16.49,45,Active,2024-04-02
LOAN002344,CUST000630,BR069,Personal Loan,345705,9.92,28,Closed,2024-05-22
LOAN002345,CUST002711,BR057,Home Loan,1512219,12.11,178,Active,2023-05-24
LOAN002346,CUST003480,BR061,Personal Loan,246747,12.81,43,actve,2024-01-22
LOAN002347,CUST003208,BR147,Personal Loan,153763,14.57,22,Closed,2026-01-25
LOAN002348,CUST000022,BR023,Personal Loan,561485,8.4,49,Closed,2021-11-28
LOAN002349,CUST000598,BR129,Education Loan,1805275,13.91,37,Active,2023-09-23
LOAN002350,CUST003397,BR019,Auto Loan,1350801,10.84,38,Closed,2024-11-26
LOAN002351,CUST002703,BR089,Personal Loan,96246,10.97,56,Active,2023-08-11
LOAN002352,CUST001325,BR128,Business Loan,2623201,8.68,65,Active,2023-03-22
LOAN002353,CUST002882,BR056,Gold Loan,384014,9.21,14,Closed,2023-08-10
LOAN002354,CUST003602,BR023,Auto Loan,1708038,13.18,80,Closed,2022-10-14
LOAN002355,CUST001253,BR095,Gold Loan,404785,7.79,13,Closed,2022-11-10
LOAN002356,CUST000924,BR130,Gold Loan,163927,-2.0,28,Pending Approval,2026-06-30
LOAN002357,CUST000452,BR013,Personal Loan,158433,15.71,44,Active,2024-08-16
LOAN002358,CUST004666,BR096,Business Loan,1147530,7.51,26,Closed,2020-03-10
LOAN002359,CUST001074,BR150,Auto Loan,1330255,8.72,57,Defaulted,2021-10-26
LOAN002360,CUST000556,BR102,Home Loan,6275306,11.99,170,Active,2014-10-01
LOAN002361,CUST001880,BR089,Personal Loan,926250,9.48,38,Closed,2025-12-19
LOAN002362,CUST000182,BR057,Education Loan,921025,11.14,64,Active,2025-06-27
LOAN002363,CUST000710,BR095,Personal Loan,957311,13.19,50,Closed,2025-11-28
LOAN002364,CUST000584,BR023,Gold Loan,224645,9.97,32,Closed,2023-01-28
LOAN002365,CUST003332,BR084,Education Loan,1437166,8.49,73,ACTIVE,2022-06-24
LOAN002366,CUST001217,BR065,Auto Loan,1491315,8.99,50,Active,2026-03-28
LOAN002367,CUST000925,BR119,Personal Loan,54135,8.57,28,Active,2021-12-21
LOAN002368,CUST003403,BR093,Home Loan,3323466,12.07,132,Defaulted,2020-03-01
LOAN002369,CUST002704,BR060,Business Loan,2453890,8.4,73,Active,2023-10-09
LOAN002370,CUST002198,BR075,Personal Loan,598838,11.03,43,Active,2024-09-18
LOAN002371,CUST000137,BR035,Personal Loan,731275,8.91,48,Active,2024-10-25
LOAN002372,CUST002301,BR133,Personal Loan,904200,16.42,58,Active,2016-10-14
LOAN002373,CUST000887,BR101,Personal Loan,317164,15.17,22,Active,2025-01-21
LOAN002374,CUST002956,BR018,Business Loan,1277036,14.61,65,Active,2020-10-20
LOAN002375,CUST000475,BR067,Home Loan,6436059,13.94,166,Active,2023-03-20
LOAN002376,CUST003382,BR110,Gold Loan,360207,16.01,10,Closed,2019-04-03
LOAN002377,CUST002172,BR079,Home Loan,7081689,9.75,221,Active,2017-07-31
LOAN002378,CUST003593,BR081,Personal Loan,495068,15.78,53,Pending Approval,2024-02-26
LOAN002379,CUST002254,BR044,Gold Loan,352700,,11,Closed,2024-07-08
LOAN002380,CUST002115,BR090,Gold Loan,201239,8.55,14,Closed,2024-08-03
LOAN002381,CUST004774,BR073,Business Loan,1595691,12.59,66,Closed,2023-03-28
LOAN002382,CUST000631,BR027,Auto Loan,641931,14.36,36,Active,2019-07-24
LOAN002383,CUST002904,BR082,Education Loan,2319226,14.12,69,Closed,2019-08-09
LOAN002384,CUST000472,BR098,Business Loan,1710133,11.23,84,Pending Approval,2016-09-09
LOAN002385,CUST000611,BR109,Personal Loan,197889,11.49,52,Active,2025-12-17
LOAN002386,CUST001288,BR079,Personal Loan,717719,13.53,47,Pending Approval,2024-03-06
LOAN002387,CUST000594,BR064,Auto Loan,330645,10.73,61,Defaulted,2023-09-18
LOAN002388,CUST000857,BR146,Gold Loan,323853,14.89,32,Active,2024-12-27
LOAN002389,CUST004000,BR029,Personal Loan,180841,11.16,50,Active,2020-01-16
LOAN002390,CUST001930,BR093,Education Loan,120651,9.39,92,Active,2025-11-14
LOAN002391,CUST003690,BR081,Gold Loan,258046,8.2,7,Active,2023-05-29
LOAN002392,CUST004960,BR079,Auto Loan,1115202,8.94,66,Active,2025-07-12
LOAN002393,CUST001104,BR059,Home Loan,3757944,12.6,202,Closed,2022-04-08
LOAN002394,CUST001507,BR030,Education Loan,1676206,8.63,66,Active,2024-06-13
LOAN002395,CUST001207,BR031,Business Loan,2413521,-2.0,86,Active,2014-08-13
LOAN002396,CUST004719,BR024,Personal Loan,646526,11.54,19,Active,2016-04-10
LOAN002397,CUST000005,BR005,Home Loan,5222838,8.58,218,Active,2026-07-11
LOAN002398,CUST003228,BR070,Business Loan,2790408,12.0,30,Closed,2024-02-06
LOAN002399,CUST001111,BR910,Home Loan,2510340,14.23,120,Active,2015-12-30
LOAN002400,CUST000255,BR105,Gold Loan,98105,13.72,12,Active,2020-04-11
LOAN002401,CUST002582,BR110,Personal Loan,111241,8.55,29,pending approval,2025-04-01
LOAN002402,CUST003772,BR019,Auto Loan,899192,11.05,30,Active,2026-06-11
LOAN002403,CUST004492,BR094,Personal Loan,492512,9.41,47,Defaulted,2024-02-17
LOAN002404,CUST003584,BR135,Personal Loan,295379,7.72,51,Active,2025-12-13
LOAN002405,CUST000047,BR137,Home Loan,8591420,14.28,194,Closed,2026-01-15
LOAN002406,CUST003518,BR128,Auto Loan,550265,,56,Defaulted,2025-12-05
LOAN002407,CUST000426,BR088,Education Loan,510603,9.93,103,Defaulted,2026-07-08
LOAN002408,CUST000691,BR003,Home Loan,5948507,9.69,176,Active,2016-11-06
LOAN002409,CUST000503,BR097,Education Loan,827404,10.3,117,Active,2024-03-24
LOAN002410,CUST000104,BR119,Personal Loan,206603,13.45,30,Pending Approval,2025-02-22
LOAN002411,CUST004633,BR104,Personal Loan,893300,16.19,20,Active,2019-08-11
LOAN002412,CUST004128,BR140,Home Loan,4239859,12.98,209,Active,2020-11-23
LOAN002413,CUST004124,BR064,Education Loan,1677962,16.45,68,Closed,2022-11-12
LOAN002414,CUST003729,BR093,Home Loan,6980152,10.94,126,Closed,2025-11-11
LOAN002415,CUST002501,BR070,Personal Loan,578065,8.31,49,Active,2023-03-23
LOAN002416,CUST002915,BR103,Home Loan,7245533,13.03,133,Closed,2021-12-12
LOAN002417,CUST003107,BR074,Business Loan,4140897,10.29,54,Active,2020-01-06
LOAN002418,CUST003809,BR028,Auto Loan,1612609,14.37,80,Closed,2018-11-30
LOAN002419,CUST000353,BR033,Education Loan,1245529,10.39,90,Active,2026-02-16
LOAN002420,CUST002886,BR080,Business Loan,4089810,11.95,33,Active,2026-04-02
LOAN002421,CUST001474,BR005,Personal Loan,717007,11.29,36,Active,2025-08-13
LOAN002422,CUST002964,BR068,Auto Loan,400793,14.23,36,Active,2026-03-28
LOAN002423,CUST001074,BR016,Home Loan,5007932,15.44,165,Closed,2025-09-15
LOAN002424,CUST004810,BR047,Personal Loan,296427,8.97,18,Closed,2025-02-01
LOAN002425,CUST000146,BR008,Education Loan,837522,16.45,73,Active,2026-01-15
LOAN002426,CUST000727,BR073,Home Loan,4721480,,135,Active,2025-08-14
LOAN002427,CUST004435,BR131,Home Loan,5505703,14.58,194,Active,2022-05-16
LOAN002428,CUST001495,BR004,Personal Loan,851382,8.84,46,Active,2026-07-11
LOAN002429,CUST002599,BR122,Home Loan,,10.14,231,Active,2022-09-17
LOAN002430,CUST000562,BR037,Gold Loan,25952,16.44,30,Active,2021-06-19
LOAN002431,CUST003290,BR110,Gold Loan,249843,11.37,25,Active,2026-05-02
LOAN002432,CUST001164,BR051,Personal Loan,787698,8.69,41,Closed,2019-11-03
LOAN002433,CUST003747,BR041,Personal Loan,865936,10.21,12,Active,2025-05-14
LOAN002434,CUST004223,BR028,Auto Loan,1546977,16.06,48,Active,2023-06-02
LOAN002435,CUST002029,BR087,Education Loan,414029,9.12,105,Active,2018-09-03
LOAN002436,CUST003592,BR024,Education Loan,1462762,13.2,55,Closed,2026-02-04
LOAN002437,CUST001983,BR062,Auto Loan,1044733,13.29,76,Active,2022-08-02
LOAN002438,CUST002852,BR082,Personal Loan,99525,11.04,17,Active,2025-07-02
LOAN002439,CUST000161,BR004,Auto Loan,1478794,13.03,44,Active,2024-11-20
LOAN002440,CUST001058,BR143,Auto Loan,1067935,12.05,61,Active,2022-10-03
LOAN002441,CUST002494,BR150,Home Loan,7851513,16.19,237,Active,2026-04-16
LOAN002442,CUST002404,BR081,Home Loan,3799384,14.38,204,Active,2019-05-25
LOAN002443,CUST001405,BR019,Auto Loan,176373,15.1,51,Active,2025-12-24
LOAN002444,CUST002795,BR113,Personal Loan,346525,8.11,55,Active,2023-11-10
LOAN002445,CUST001236,BR115,Home Loan,4430262,11.21,231,Active,2020-06-08
LOAN002446,CUST000643,BR052,Home Loan,4307401,12.38,184,Closed,2020-03-23
LOAN002447,CUST004429,BR141,Home Loan,1766656,11.79,121,Active,2022-10-01
LOAN002448,CUST000371,BR147,Home Loan,1891079,11.31,155,Active,2026-07-13
LOAN002449,CUST000995,BR005,Education Loan,958143,16.03,78,Defaulted,2014-09-25
LOAN002450,CUST000912,BR054,Business Loan,1296672,13.65,41,Active,2024-06-22
LOAN002451,CUST004667,BR064,Home Loan,5667106,14.36,140,Closed,2019-09-20
LOAN002452,CUST003963,BR142,Education Loan,1326476,12.38,90,Active,2026-04-15
LOAN002453,CUST004080,BR021,Auto Loan,1279264,13.0,35,Active,2024-02-19
LOAN002454,CUST002837,BR130,Education Loan,923204,15.65,37,Active,2019-09-12
LOAN002455,CUST004084,BR043,Home Loan,3817345,15.2,169,PENDING,2022-05-30
LOAN002456,CUST003253,BR126,Home Loan,7562251,8.99,197,Closed,2021-08-27
LOAN002457,CUST003853,BR911,Gold Loan,458815,13.28,20,Active,2023-12-17
LOAN002458,CUST000531,BR144,Gold Loan,431326,13.67,34,Defaulted,2022-04-19
LOAN002459,CUST001274,BR125,Business Loan,2661083,7.81,86,Pending Approval,2025-08-26
LOAN002460,CUST001570,BR131,Home Loan,2227517,12.94,233,Active,2025-09-03
LOAN002461,CUST003313,BR028,Auto Loan,894955,14.94,80,Active,2016-05-30
LOAN002462,CUST001188,BR140,Personal Loan,836853,9.66,39,Active,2025-02-08
LOAN002463,CUST000464,BR048,Gold Loan,320484,10.2,32,Closed,2025-09-27
LOAN002464,CUST003931,BR075,Auto Loan,1700329,15.27,51,ACTIVE,2024-09-04
LOAN002465,CUST001854,BR028,Home Loan,5151646,13.11,133,Active,2026-05-23
LOAN002466,CUST800021,BR035,Personal Loan,370203,16.18,24,Pending Approval,2025-12-24
LOAN002467,CUST004570,BR055,Auto Loan,255346,15.77,53,Active,2014-05-02
LOAN002468,CUST001342,BR099,Auto Loan,754480,7.79,42,actve,2020-01-23
LOAN002469,CUST003380,BR052,Education Loan,1505703,10.0,66,Active,2025-07-23
LOAN002470,CUST003476,BR069,Business Loan,2981735,9.2,47,Closed,2025-10-15
LOAN002471,CUST004133,BR016,Personal Loan,172788,9.31,18,Active,2022-08-21
LOAN002472,CUST003275,BR013,Personal Loan,371166,14.04,42,Active,2020-05-22
LOAN002473,CUST002746,BR134,Auto Loan,669437,,68,Closed,2017-09-20
LOAN002474,CUST004372,BR132,Education Loan,2455535,13.47,49,actve,2024-07-01
LOAN002475,CUST000165,BR004,Personal Loan,923805,14.78,22,closed,2017-03-02
LOAN002476,CUST004234,BR001,Auto Loan,1316537,8.68,30,Closed,2018-11-01
LOAN002477,CUST004543,BR110,Personal Loan,863906,10.59,13,Active,2026-06-12
LOAN002478,CUST004199,BR047,Personal Loan,71705,10.76,56,Defaulted,2020-10-10
LOAN002479,CUST003465,BR106,Auto Loan,1360637,8.59,28,Active,2025-11-08
LOAN002480,CUST003769,BR005,Personal Loan,540396,15.02,23,Active,2023-08-08
LOAN002481,CUST004196,BR137,Auto Loan,1602531,15.06,37,Active,2025-10-20
LOAN002482,CUST000752,BR058,Personal Loan,218249,14.57,38,Active,2016-09-26
LOAN002483,CUST003274,BR150,Business Loan,3444559,8.75,75,Active,2024-04-07
LOAN002484,CUST002722,BR016,Auto Loan,1076420,10.3,30,Active,2014-07-29
LOAN002485,CUST003779,BR083,Home Loan,3874220,0.0,195,Active,2021-07-23
LOAN002486,CUST000577,BR113,Education Loan,1922708,15.61,57,Active,2023-01-18
LOAN002487,CUST800022,BR106,Personal Loan,465012,12.26,30,Closed,2020-08-31
LOAN002488,CUST002495,BR104,Personal Loan,453646,9.06,35,Pending Approval,2026-05-06
LOAN002489,CUST000395,BR133,Gold Loan,130099,9.29,33,Closed,2019-10-11
LOAN002490,CUST800023,BR004,Auto Loan,213844,9.91,45,Active,2015-11-09
LOAN002491,CUST001291,BR053,Home Loan,5533950,13.87,202,Closed,2021-06-09
LOAN002492,CUST002554,BR024,Auto Loan,814733,12.29,35,Closed,2017-05-20
LOAN002493,CUST000298,BR073,Home Loan,5446271,14.75,197,Pending Approval,2026-05-21
LOAN002494,CUST001728,BR022,Auto Loan,668365,12.8,52,Closed,2023-04-17
LOAN002495,CUST003388,BR119,Auto Loan,418528,11.75,52,Active,2021-12-29
LOAN002496,CUST004996,BR119,Personal Loan,282094,12.66,20,closed,2024-10-06
LOAN002497,CUST003267,BR065,Gold Loan,413229,14.99,14,Active,2018-07-10
LOAN002498,CUST001546,BR089,Personal Loan,314989,13.87,20,Active,2024-11-09
LOAN002499,CUST002939,BR022,Personal Loan,67628,11.92,18,Closed,2020-04-25
LOAN002500,CUST000918,BR074,Personal Loan,209254,14.58,36,Active,2025-03-06
LOAN002501,CUST002351,BR060,Auto Loan,479806,8.64,38,Active,2025-07-21
LOAN002502,CUST002549,BR134,Personal Loan,977973,7.52,28,Closed,2024-03-16
LOAN002503,CUST000598,BR031,Personal Loan,203258,13.37,55,Active,2024-07-17
LOAN002504,CUST002264,BR039,Education Loan,1606137,15.71,87,Closed,2021-06-06
LOAN002505,CUST003802,BR059,Business Loan,269772,9.54,50,Active,2026-05-14
LOAN002506,CUST001710,BR043,Personal Loan,118814,9.72,27,Active,2024-07-07
LOAN002507,CUST000435,BR049,Auto Loan,545838,,49,Active,2016-05-24
LOAN002508,CUST001360,BR120,Education Loan,1887809,13.0,66,Active,2026-04-10
LOAN002509,CUST003815,BR096,Education Loan,414517,14.0,90,Active,2021-08-31
LOAN002510,CUST004973,BR007,Education Loan,813875,11.88,62,Closed,2024-03-25
LOAN002511,CUST004388,BR055,Education Loan,641541,16.1,101,Active,2014-07-24
LOAN002512,CUST001827,BR105,Business Loan,2869711,13.08,68,Active,2024-06-17
LOAN002513,CUST800024,BR110,Gold Loan,268821,8.15,24,Closed,2020-02-05
LOAN002514,CUST002769,BR082,Auto Loan,1501169,8.09,42,Active,2020-12-28
LOAN002515,CUST003437,BR028,Personal Loan,522182,13.17,43,Active,2025-12-16
LOAN002516,CUST000432,BR070,Business Loan,2879039,10.78,82,Pending Approval,2018-11-26
LOAN002517,CUST002450,BR010,Personal Loan,754839,9.07,27,Active,2021-11-04
LOAN002518,CUST002326,BR006,Personal Loan,218434,10.42,36,Active,2023-03-12
LOAN002519,CUST001114,BR141,Home Loan,2450590,16.22,159,Defaulted,2023-01-14
LOAN002520,CUST002515,BR026,Business Loan,4712610,9.92,53,Active,2015-08-17
LOAN002521,CUST000272,BR048,Gold Loan,64953,14.91,10,Active,2020-08-11
LOAN002522,CUST001755,BR051,Personal Loan,634802,10.57,15,Active,2020-03-31
LOAN002523,CUST003434,BR083,Personal Loan,143118,8.48,13,Active,2024-11-09
LOAN002524,CUST000191,BR096,Personal Loan,903038,9.89,44,Defaulted,2025-02-07
LOAN002525,CUST000592,BR149,Business Loan,1059254,9.85,36,Active,2022-03-20
LOAN002526,CUST002642,BR032,Home Loan,3994445,15.93,215,Active,2024-08-10
LOAN002527,CUST002630,BR016,Home Loan,8202068,8.74,193,Active,2017-02-28
LOAN002528,CUST000216,BR150,Education Loan,1131772,10.01,111,Active,2017-02-25
LOAN002529,CUST001060,BR005,Home Loan,8770073,12.22,236,Active,2012-12-27
LOAN002530,CUST001107,BR912,Home Loan,5535302,9.33,156,Active,2022-07-26
LOAN002531,CUST000167,BR126,Auto Loan,856269,,36,Closed,2024-04-21
LOAN002532,CUST004696,BR116,Personal Loan,78864,8.88,35,Active,2025-07-23
LOAN002533,CUST800025,BR050,Personal Loan,87564,12.81,43,Active,2025-01-13
LOAN002534,CUST001724,BR104,Home Loan,5636750,10.5,182,Closed,2021-12-06
LOAN002535,CUST002165,BR060,Home Loan,2394094,12.7,159,Active,2025-07-11
LOAN002536,CUST002102,BR116,Gold Loan,343379,8.98,18,Closed,2019-10-03
LOAN002537,CUST000098,BR118,Business Loan,4958951,45.5,55,Active,2024-12-03
LOAN002538,CUST002628,BR109,Personal Loan,411118,12.87,19,Active,2025-09-18
LOAN002539,CUST001369,BR069,Gold Loan,284744,8.48,9,Active,2021-10-20
LOAN002540,CUST004381,BR072,Gold Loan,270772,11.57,30,Active,2017-11-27
LOAN002541,CUST002801,BR010,Gold Loan,380182,15.94,18,Pending Approval,2025-09-30
LOAN002542,CUST001294,BR016,Business Loan,3787906,11.04,55,Active,2025-05-11
LOAN002543,CUST003174,BR913,Business Loan,2811529,14.84,24,Closed,2025-06-24
LOAN002544,CUST004770,BR027,Personal Loan,976138,10.32,57,Active,2025-11-08
LOAN002545,CUST004432,BR134,Home Loan,1737157,8.54,122,Closed,2021-12-05
LOAN002546,CUST003727,BR129,Personal Loan,175750,15.06,50,Closed,2014-01-17
LOAN002547,CUST002655,BR005,Education Loan,1147283,7.82,113,Active,2025-09-21
LOAN002548,CUST000628,BR137,Personal Loan,940075,15.95,16,Active,2012-04-28
LOAN002549,CUST001504,BR099,Auto Loan,1717747,15.55,74,Active,2021-12-22
LOAN002550,CUST003772,BR067,Personal Loan,450923,14.75,48,closed,2025-10-21
LOAN002551,CUST001278,BR009,Personal Loan,404773,8.73,26,Defaulted,2024-01-06
LOAN002552,CUST003627,BR108,Personal Loan,331327,14.82,16,Active,2026-06-28
LOAN002553,CUST003855,BR074,Gold Loan,115779,15.8,16,Active,2019-01-02
LOAN002554,CUST003119,BR117,Gold Loan,315933,7.98,15,Defaulted,2025-02-08
LOAN002555,CUST001865,BR070,Business Loan,2932377,15.28,93,Active,2024-03-16
LOAN002556,CUST001987,BR089,Personal Loan,439701,15.44,36,Active,2026-07-31
LOAN002557,CUST003856,BR045,Personal Loan,666406,8.36,20,Pending Approval,2021-09-06
LOAN002558,CUST003969,BR013,Education Loan,2289561,,47,Active,2015-02-25
LOAN002559,CUST000371,BR141,Auto Loan,1550893,14.85,44,Active,2021-11-10
LOAN002560,CUST004299,BR006,Personal Loan,816235,7.62,57,Closed,2016-01-15
LOAN002561,CUST003198,BR026,Home Loan,3959086,10.24,206,Pending Approval,2025-08-01
LOAN002562,CUST000352,BR032,Auto Loan,1770251,16.38,26,Active,2025-05-29
LOAN002563,CUST000549,BR064,Business Loan,1759194,9.45,63,Active,2019-11-28
LOAN002564,CUST001860,BR042,Education Loan,675874,8.97,115,Active,2025-07-12
LOAN002565,CUST004085,BR002,Personal Loan,557785,16.37,44,Active,2026-05-29
LOAN002566,CUST002690,BR028,Auto Loan,284176,9.69,28,Closed,2024-01-25
LOAN002567,CUST002782,BR150,Home Loan,8525618,13.44,127,Defaulted,2020-01-03
LOAN002568,CUST004904,BR068,Education Loan,2108036,14.42,69,Active,2019-07-30
LOAN002569,CUST000228,BR033,Auto Loan,573049,7.56,28,Active,2023-06-03
LOAN002570,CUST002466,BR087,Personal Loan,867549,12.3,23,Active,2024-08-04
LOAN002571,CUST000672,BR021,Business Loan,1278443,8.01,62,Active,2025-11-12
LOAN002572,CUST001621,BR024,Personal Loan,795508,15.52,49,Active,2026-01-07
LOAN002573,CUST000287,BR052,Personal Loan,376106,9.28,39,Closed,2021-06-25
LOAN002574,CUST000485,BR100,Personal Loan,,14.77,57,Closed,2023-07-25
LOAN002575,CUST004534,BR042,Business Loan,2547273,7.61,89,Closed,2024-02-17
LOAN002576,CUST003046,BR119,Personal Loan,357060,11.01,34,Closed,2021-12-16
LOAN002577,CUST004685,BR056,Auto Loan,1038946,15.41,25,Closed,2020-01-05
LOAN002578,CUST004022,BR146,Personal Loan,69438,15.92,38,Active,2024-11-30
LOAN002579,CUST001915,BR121,Home Loan,2225005,45.5,149,actve,2016-10-31
LOAN002580,CUST004952,BR118,Personal Loan,439311,15.52,55,Active,2026-05-25
LOAN002581,CUST000303,BR067,Gold Loan,482900,10.82,21,Active,2021-09-03
LOAN002582,CUST003207,BR108,Personal Loan,145546,13.87,26,Active,2021-05-06
LOAN002583,CUST000108,BR020,Auto Loan,1426820,9.8,72,Closed,2026-03-11
LOAN002584,CUST003063,BR017,Education Loan,2483482,15.63,100,Active,2023-03-29
LOAN002585,CUST003436,BR011,Auto Loan,1521374,7.99,63,Active,2022-04-24
LOAN002586,CUST002830,BR110,Personal Loan,409077,13.26,12,Active,2018-09-06
LOAN002587,CUST001511,BR050,Business Loan,2661527,10.5,81,Closed,2025-09-10
LOAN002588,CUST003802,BR103,Personal Loan,412508,10.56,18,Active,2025-05-03
LOAN002589,CUST003478,BR052,Home Loan,1667108,13.86,204,Active,2024-04-22
LOAN002590,CUST002532,BR063,Education Loan,1712026,9.1,88,Active,2026-03-03
LOAN002591,CUST002155,BR021,Home Loan,3530170,10.94,173,Active,2025-06-19
LOAN002592,CUST001384,BR147,Personal Loan,913726,7.97,33,Closed,2026-01-21
LOAN002593,CUST002243,BR023,Personal Loan,429308,16.25,49,Active,2023-08-13
LOAN002594,CUST001785,BR037,Personal Loan,62038,12.88,21,Closed,2026-07-14
LOAN002595,CUST003434,BR139,Personal Loan,974199,8.85,20,Active,2023-04-10
LOAN002596,CUST003519,BR121,Auto Loan,1275701,15.8,37,Active,2022-05-15
LOAN002597,CUST004444,BR132,Personal Loan,523120,11.28,46,Active,2021-05-19
LOAN002598,CUST004125,BR095,Gold Loan,211028,14.25,7,Closed,2023-11-12
LOAN002599,CUST002495,BR040,Business Loan,1913498,9.59,57,Active ,2026-04-12
LOAN002600,CUST003092,BR049,Home Loan,2839188,13.31,136,Active,2013-07-28
LOAN002601,CUST004888,BR096,Gold Loan,404364,15.95,30,Active,2025-02-26
LOAN002602,CUST003644,BR136,Auto Loan,268612,9.55,71,Active,2025-03-17
LOAN002603,CUST000764,BR150,Personal Loan,469497,7.71,32,Pending Approval,2024-09-30
LOAN002604,CUST000006,BR043,Education Loan,2026004,14.35,117,Active,2025-10-14
LOAN002605,CUST003211,BR003,Education Loan,252583,12.75,79,ACTIVE,2017-11-30
LOAN002606,CUST004815,BR018,Gold Loan,433693,13.56,10,Defaulted,2013-09-19
LOAN002607,CUST003801,BR052,Home Loan,6166467,12.2,229,Active,2023-01-25
LOAN002608,CUST000931,BR140,Home Loan,6387497,12.01,162,Active,2026-06-13
LOAN002609,CUST000003,BR099,Education Loan,220658,14.56,78,Defaulted,2022-07-02
LOAN002610,CUST001318,BR056,Auto Loan,1494653,11.37,41,Active,2023-01-28
LOAN002611,CUST003545,BR110,Gold Loan,415001,12.4,19,PENDING,2025-01-23
LOAN002612,CUST001296,BR038,Gold Loan,214290,10.44,29,Active,2020-07-07
LOAN002613,CUST001792,BR004,Personal Loan,802971,14.26,53,Defaulted,2023-05-23
LOAN002614,CUST001400,BR042,Personal Loan,72537,12.45,54,Defaulted,2025-09-21
LOAN002615,CUST003688,BR114,Personal Loan,739086,14.43,16,Closed,2025-10-19
LOAN002616,CUST000925,BR021,Personal Loan,892216,8.0,19,Closed,2026-02-10
LOAN002617,CUST001912,BR120,Home Loan,3046747,10.18,196,Defaulted,2018-08-11
LOAN002618,CUST000110,BR115,Gold Loan,430027,14.42,14,Active,2024-07-10
LOAN002619,CUST001113,BR103,Home Loan,8635324,9.56,234,Closed,2025-04-29
LOAN002620,CUST004740,BR042,Home Loan,4760881,9.08,215,Closed,2021-04-29
LOAN002621,CUST000708,BR114,Home Loan,8255709,15.78,159,Active,2026-02-11
LOAN002622,CUST002066,BR002,Personal Loan,245844,14.01,51,Active,2026-04-07
LOAN002623,CUST001259,BR022,Home Loan,5581740,11.67,162,Closed,2023-12-09
LOAN002624,CUST000744,BR150,Home Loan,3805706,13.03,203,Active,2020-09-26
LOAN002625,CUST001168,BR143,Auto Loan,503279,15.24,61,Closed,2024-09-09
LOAN002626,CUST002235,BR106,Gold Loan,211661,9.96,21,Active,2021-08-29
LOAN002627,CUST000246,BR061,Business Loan,4932647,9.38,56,Active,2020-05-01
LOAN002628,CUST002813,BR006,Personal Loan,887445,12.76,15,Active,2021-03-28
LOAN002629,CUST002160,BR089,Personal Loan,970905,9.73,36,Closed,2017-08-29
LOAN002630,CUST003757,BR145,Personal Loan,133023,9.92,51,Active,2025-11-30
LOAN002631,CUST003037,BR146,Personal Loan,495313,15.38,34,Active ,2026-03-22
LOAN002632,CUST002558,BR135,Auto Loan,1760183,8.29,42,Active,2021-10-08
LOAN002633,CUST002248,BR146,Gold Loan,286312,12.24,12,Active,2026-07-02
LOAN002634,CUST003260,BR088,Personal Loan,890592,10.88,47,Closed,2014-07-20
LOAN002635,CUST003379,BR003,Gold Loan,457400,13.01,22,Active,2021-04-23
LOAN002636,CUST000979,BR080,Auto Loan,1464987,8.98,64,Active,2019-05-20
LOAN002637,CUST800026,BR012,Gold Loan,218477,12.76,11,Active,2022-07-20
